LTER_site,local_site,logger,date,yr,mon,doy,met,c1cr_temp,c1cr_flag,qa_temp,qa_flag
NWT,c1,cr23x,2011-04-21,2011,4,111,airtemp_max,10.85,n,10.85,NA
NWT,c1,cr23x,2011-04-22,2011,4,112,airtemp_max,4.797,n,4.797,NA
NWT,c1,cr23x,2011-04-23,2011,4,113,airtemp_max,0.927,n,0.927,NA
NWT,c1,cr23x,2011-04-24,2011,4,114,airtemp_max,7.45,n,7.45,NA
NWT,c1,cr23x,2011-04-25,2011,4,115,airtemp_max,7.97,n,7.97,NA
NWT,c1,cr23x,2011-04-26,2011,4,116,airtemp_max,6.749,n,6.749,NA
NWT,c1,cr23x,2011-04-27,2011,4,117,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-04-28,2011,4,118,airtemp_max,12.9,n,12.9,NA
NWT,c1,cr23x,2011-04-29,2011,4,119,airtemp_max,4.997,n,4.997,NA
NWT,c1,cr23x,2011-04-30,2011,4,120,airtemp_max,2.975,n,2.975,NA
NWT,c1,cr23x,2011-05-01,2011,5,121,airtemp_max,2.679,n,2.679,NA
NWT,c1,cr23x,2011-05-02,2011,5,122,airtemp_max,7.28,n,7.28,NA
NWT,c1,cr23x,2011-05-03,2011,5,123,airtemp_max,12.17,n,12.17,NA
NWT,c1,cr23x,2011-05-04,2011,5,124,airtemp_max,8.4,n,8.4,NA
NWT,c1,cr23x,2011-05-05,2011,5,125,airtemp_max,13.92,n,13.92,NA
NWT,c1,cr23x,2011-05-06,2011,5,126,airtemp_max,17.37,n,17.37,NA
NWT,c1,cr23x,2011-05-07,2011,5,127,airtemp_max,18.12,n,18.12,NA
NWT,c1,cr23x,2011-05-08,2011,5,128,airtemp_max,19.15,n,19.15,NA
NWT,c1,cr23x,2011-05-09,2011,5,129,airtemp_max,17.1,n,17.1,NA
NWT,c1,cr23x,2011-05-10,2011,5,130,airtemp_max,12.77,n,12.77,NA
NWT,c1,cr23x,2011-05-11,2011,5,131,airtemp_max,3.641,n,3.641,NA
NWT,c1,cr23x,2011-05-12,2011,5,132,airtemp_max,8.4,n,8.4,NA
NWT,c1,cr23x,2011-05-13,2011,5,133,airtemp_max,14.92,n,14.92,NA
NWT,c1,cr23x,2011-05-14,2011,5,134,airtemp_max,1.26,n,1.26,NA
NWT,c1,cr23x,2011-05-15,2011,5,135,airtemp_max,5.295,n,5.295,NA
NWT,c1,cr23x,2011-05-16,2011,5,136,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-05-17,2011,5,137,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-05-18,2011,5,138,airtemp_max,4.371,n,4.371,NA
NWT,c1,cr23x,2011-05-19,2011,5,139,airtemp_max,5.329,n,5.329,NA
NWT,c1,cr23x,2011-05-20,2011,5,140,airtemp_max,11.05,n,11.05,NA
NWT,c1,cr23x,2011-05-21,2011,5,141,airtemp_max,4.17,n,4.17,NA
NWT,c1,cr23x,2011-05-22,2011,5,142,airtemp_max,15.19,n,15.19,NA
NWT,c1,cr23x,2011-05-23,2011,5,143,airtemp_max,16.51,n,16.51,NA
NWT,c1,cr23x,2011-05-24,2011,5,144,airtemp_max,8.51,n,8.51,NA
NWT,c1,cr23x,2011-05-25,2011,5,145,airtemp_max,11.28,n,11.28,NA
NWT,c1,cr23x,2011-05-26,2011,5,146,airtemp_max,18.56,n,18.56,NA
NWT,c1,cr23x,2011-05-27,2011,5,147,airtemp_max,11.02,n,11.02,NA
NWT,c1,cr23x,2011-05-28,2011,5,148,airtemp_max,9.66,n,9.66,NA
NWT,c1,cr23x,2011-05-29,2011,5,149,airtemp_max,17.93,n,17.93,NA
NWT,c1,cr23x,2011-05-30,2011,5,150,airtemp_max,10.62,n,10.62,NA
NWT,c1,cr23x,2011-05-31,2011,5,151,airtemp_max,16.57,n,16.57,NA
NWT,c1,cr23x,2011-06-01,2011,6,152,airtemp_max,19.88,n,19.88,NA
NWT,c1,cr23x,2011-06-02,2011,6,153,airtemp_max,19.78,n,19.78,NA
NWT,c1,cr23x,2011-06-03,2011,6,154,airtemp_max,15.31,n,15.31,NA
NWT,c1,cr23x,2011-06-04,2011,6,155,airtemp_max,18.39,n,18.39,NA
NWT,c1,cr23x,2011-06-05,2011,6,156,airtemp_max,21.07,n,21.07,NA
NWT,c1,cr23x,2011-06-06,2011,6,157,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-06-07,2011,6,158,airtemp_max,17.69,n,17.69,NA
NWT,c1,cr23x,2011-06-08,2011,6,159,airtemp_max,17.36,n,17.36,NA
NWT,c1,cr23x,2011-06-09,2011,6,160,airtemp_max,17.79,n,17.79,NA
NWT,c1,cr23x,2011-06-10,2011,6,161,airtemp_max,18.03,n,18.03,NA
NWT,c1,cr23x,2011-06-11,2011,6,162,airtemp_max,19.68,n,19.68,NA
NWT,c1,cr23x,2011-06-12,2011,6,163,airtemp_max,21.93,n,21.93,NA
NWT,c1,cr23x,2011-06-13,2011,6,164,airtemp_max,19.02,n,19.02,NA
NWT,c1,cr23x,2011-06-14,2011,6,165,airtemp_max,16.21,n,16.21,NA
NWT,c1,cr23x,2011-06-15,2011,6,166,airtemp_max,20.24,n,20.24,NA
NWT,c1,cr23x,2011-06-16,2011,6,167,airtemp_max,22.42,n,22.42,NA
NWT,c1,cr23x,2011-06-17,2011,6,168,airtemp_max,12.31,n,12.31,NA
NWT,c1,cr23x,2011-06-18,2011,6,169,airtemp_max,16.97,n,16.97,NA
NWT,c1,cr23x,2011-06-19,2011,6,170,airtemp_max,15.84,n,15.84,NA
NWT,c1,cr23x,2011-06-20,2011,6,171,airtemp_max,13.6,n,13.6,NA
NWT,c1,cr23x,2011-06-21,2011,6,172,airtemp_max,16.24,n,16.24,NA
NWT,c1,cr23x,2011-06-22,2011,6,173,airtemp_max,21.53,n,21.53,NA
NWT,c1,cr23x,2011-06-23,2011,6,174,airtemp_max,22.79,n,22.79,NA
NWT,c1,cr23x,2011-06-24,2011,6,175,airtemp_max,23.88,n,23.88,NA
NWT,c1,cr23x,2011-06-25,2011,6,176,airtemp_max,24.31,n,24.31,NA
NWT,c1,cr23x,2011-06-26,2011,6,177,airtemp_max,23.05,n,23.05,NA
NWT,c1,cr23x,2011-06-27,2011,6,178,airtemp_max,17.37,n,17.37,NA
NWT,c1,cr23x,2011-06-28,2011,6,179,airtemp_max,26.43,n,26.43,NA
NWT,c1,cr23x,2011-06-29,2011,6,180,airtemp_max,25.76,n,25.76,NA
NWT,c1,cr23x,2011-06-30,2011,6,181,airtemp_max,20.02,n,20.02,NA
NWT,c1,cr23x,2011-07-01,2011,7,182,airtemp_max,22.33,n,22.33,NA
NWT,c1,cr23x,2011-07-02,2011,7,183,airtemp_max,23.65,n,23.65,NA
NWT,c1,cr23x,2011-07-03,2011,7,184,airtemp_max,26.13,n,26.13,NA
NWT,c1,cr23x,2011-07-04,2011,7,185,airtemp_max,27.82,n,27.82,NA
NWT,c1,cr23x,2011-07-05,2011,7,186,airtemp_max,23.78,n,23.78,NA
NWT,c1,cr23x,2011-07-06,2011,7,187,airtemp_max,23.02,n,23.02,NA
NWT,c1,cr23x,2011-07-07,2011,7,188,airtemp_max,22.43,n,22.43,NA
NWT,c1,cr23x,2011-07-08,2011,7,189,airtemp_max,21.77,n,21.77,NA
NWT,c1,cr23x,2011-07-09,2011,7,190,airtemp_max,21.14,n,21.14,NA
NWT,c1,cr23x,2011-07-10,2011,7,191,airtemp_max,21.77,n,21.77,NA
NWT,c1,cr23x,2011-07-11,2011,7,192,airtemp_max,22,n,22,NA
NWT,c1,cr23x,2011-07-12,2011,7,193,airtemp_max,21.34,n,21.34,NA
NWT,c1,cr23x,2011-07-13,2011,7,194,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-07-14,2011,7,195,airtemp_max,20.61,n,20.61,NA
NWT,c1,cr23x,2011-07-15,2011,7,196,airtemp_max,23.16,n,23.16,NA
NWT,c1,cr23x,2011-07-16,2011,7,197,airtemp_max,24.09,n,24.09,NA
NWT,c1,cr23x,2011-07-17,2011,7,198,airtemp_max,25.34,n,25.34,NA
NWT,c1,cr23x,2011-07-18,2011,7,199,airtemp_max,23.99,n,23.99,NA
NWT,c1,cr23x,2011-07-19,2011,7,200,airtemp_max,24.75,n,24.75,NA
NWT,c1,cr23x,2011-07-20,2011,7,201,airtemp_max,23.89,n,23.89,NA
NWT,c1,cr23x,2011-07-21,2011,7,202,airtemp_max,24.38,n,24.38,NA
NWT,c1,cr23x,2011-07-22,2011,7,203,airtemp_max,25.17,n,25.17,NA
NWT,c1,cr23x,2011-07-23,2011,7,204,airtemp_max,26.76,n,26.76,NA
NWT,c1,cr23x,2011-07-24,2011,7,205,airtemp_max,26.79,n,26.79,NA
NWT,c1,cr23x,2011-07-25,2011,7,206,airtemp_max,27.79,n,27.79,NA
NWT,c1,cr23x,2011-07-26,2011,7,207,airtemp_max,20.18,n,20.18,NA
NWT,c1,cr23x,2011-07-27,2011,7,208,airtemp_max,20.91,n,20.91,NA
NWT,c1,cr23x,2011-07-28,2011,7,209,airtemp_max,19.59,n,19.59,NA
NWT,c1,cr23x,2011-07-29,2011,7,210,airtemp_max,22.46,n,22.46,NA
NWT,c1,cr23x,2011-07-30,2011,7,211,airtemp_max,26.89,n,26.89,NA
NWT,c1,cr23x,2011-07-31,2011,7,212,airtemp_max,24.91,n,24.91,NA
NWT,c1,cr23x,2011-08-01,2011,8,213,airtemp_max,22.1,n,22.1,NA
NWT,c1,cr23x,2011-08-02,2011,8,214,airtemp_max,17.77,n,17.77,NA
NWT,c1,cr23x,2011-08-03,2011,8,215,airtemp_max,22.63,n,22.63,NA
NWT,c1,cr23x,2011-08-04,2011,8,216,airtemp_max,22.23,n,22.23,NA
NWT,c1,cr23x,2011-08-05,2011,8,217,airtemp_max,22.89,n,22.89,NA
NWT,c1,cr23x,2011-08-06,2011,8,218,airtemp_max,23.12,n,23.12,NA
NWT,c1,cr23x,2011-08-07,2011,8,219,airtemp_max,24.01,n,24.01,NA
NWT,c1,cr23x,2011-08-08,2011,8,220,airtemp_max,24.38,n,24.38,NA
NWT,c1,cr23x,2011-08-09,2011,8,221,airtemp_max,24.8,n,24.8,NA
NWT,c1,cr23x,2011-08-10,2011,8,222,airtemp_max,23.74,n,23.74,NA
NWT,c1,cr23x,2011-08-11,2011,8,223,airtemp_max,25.6,n,25.6,NA
NWT,c1,cr23x,2011-08-12,2011,8,224,airtemp_max,24.8,n,24.8,NA
NWT,c1,cr23x,2011-08-13,2011,8,225,airtemp_max,25.86,n,25.86,NA
NWT,c1,cr23x,2011-08-14,2011,8,226,airtemp_max,21.83,n,21.83,NA
NWT,c1,cr23x,2011-08-15,2011,8,227,airtemp_max,23.38,n,23.38,NA
NWT,c1,cr23x,2011-08-16,2011,8,228,airtemp_max,22.56,n,22.56,NA
NWT,c1,cr23x,2011-08-17,2011,8,229,airtemp_max,26.33,n,26.33,NA
NWT,c1,cr23x,2011-08-18,2011,8,230,airtemp_max,26.63,n,26.63,NA
NWT,c1,cr23x,2011-08-19,2011,8,231,airtemp_max,22.92,n,22.92,NA
NWT,c1,cr23x,2011-08-20,2011,8,232,airtemp_max,24.21,n,24.21,NA
NWT,c1,cr23x,2011-08-21,2011,8,233,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-08-22,2011,8,234,airtemp_max,27.05,n,27.05,NA
NWT,c1,cr23x,2011-08-23,2011,8,235,airtemp_max,26.46,n,26.46,NA
NWT,c1,cr23x,2011-08-24,2011,8,236,airtemp_max,24.58,n,24.58,NA
NWT,c1,cr23x,2011-08-25,2011,8,237,airtemp_max,28.05,n,28.05,NA
NWT,c1,cr23x,2011-08-26,2011,8,238,airtemp_max,22.63,n,22.63,NA
NWT,c1,cr23x,2011-08-27,2011,8,239,airtemp_max,25.97,n,25.97,NA
NWT,c1,cr23x,2011-08-28,2011,8,240,airtemp_max,23.09,n,23.09,NA
NWT,c1,cr23x,2011-08-29,2011,8,241,airtemp_max,18.46,n,18.46,NA
NWT,c1,cr23x,2011-08-30,2011,8,242,airtemp_max,24.81,n,24.81,NA
NWT,c1,cr23x,2011-08-31,2011,8,243,airtemp_max,25.7,n,25.7,NA
NWT,c1,cr23x,2011-09-01,2011,9,244,airtemp_max,24.84,n,24.84,NA
NWT,c1,cr23x,2011-09-02,2011,9,245,airtemp_max,23.62,n,23.62,NA
NWT,c1,cr23x,2011-09-03,2011,9,246,airtemp_max,17.23,n,17.23,NA
NWT,c1,cr23x,2011-09-04,2011,9,247,airtemp_max,20.14,n,20.14,NA
NWT,c1,cr23x,2011-09-05,2011,9,248,airtemp_max,22.79,n,22.79,NA
NWT,c1,cr23x,2011-09-06,2011,9,249,airtemp_max,12.48,n,12.48,NA
NWT,c1,cr23x,2011-09-07,2011,9,250,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-09-08,2011,9,251,airtemp_max,13.96,n,13.96,NA
NWT,c1,cr23x,2011-09-09,2011,9,252,airtemp_max,14.96,n,14.96,NA
NWT,c1,cr23x,2011-09-10,2011,9,253,airtemp_max,18.46,n,18.46,NA
NWT,c1,cr23x,2011-09-11,2011,9,254,airtemp_max,19.55,n,19.55,NA
NWT,c1,cr23x,2011-09-12,2011,9,255,airtemp_max,18.36,n,18.36,NA
NWT,c1,cr23x,2011-09-13,2011,9,256,airtemp_max,17.14,n,17.14,NA
NWT,c1,cr23x,2011-09-14,2011,9,257,airtemp_max,9.76,n,9.76,NA
NWT,c1,cr23x,2011-09-15,2011,9,258,airtemp_max,7.88,n,7.88,NA
NWT,c1,cr23x,2011-09-16,2011,9,259,airtemp_max,16.04,n,16.04,NA
NWT,c1,cr23x,2011-09-17,2011,9,260,airtemp_max,9.27,n,9.27,NA
NWT,c1,cr23x,2011-09-18,2011,9,261,airtemp_max,13.1,n,13.1,NA
NWT,c1,cr23x,2011-09-19,2011,9,262,airtemp_max,16.71,n,16.71,NA
NWT,c1,cr23x,2011-09-20,2011,9,263,airtemp_max,16.28,n,16.28,NA
NWT,c1,cr23x,2011-09-21,2011,9,264,airtemp_max,11.45,n,11.45,NA
NWT,c1,cr23x,2011-09-22,2011,9,265,airtemp_max,17.2,n,17.2,NA
NWT,c1,cr23x,2011-09-23,2011,9,266,airtemp_max,22.06,n,22.06,NA
NWT,c1,cr23x,2011-09-24,2011,9,267,airtemp_max,22.52,n,22.52,NA
NWT,c1,cr23x,2011-09-25,2011,9,268,airtemp_max,22.91,n,22.91,NA
NWT,c1,cr23x,2011-09-26,2011,9,269,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-09-27,2011,9,270,airtemp_max,22.05,n,22.05,NA
NWT,c1,cr23x,2011-09-28,2011,9,271,airtemp_max,21.99,n,21.99,NA
NWT,c1,cr23x,2011-09-29,2011,9,272,airtemp_max,15.08,n,15.08,NA
NWT,c1,cr23x,2011-09-30,2011,9,273,airtemp_max,22.19,n,22.19,NA
NWT,c1,cr23x,2011-10-01,2011,10,274,airtemp_max,19.32,n,19.32,NA
NWT,c1,cr23x,2011-10-02,2011,10,275,airtemp_max,16.97,n,16.97,NA
NWT,c1,cr23x,2011-10-03,2011,10,276,airtemp_max,19.29,n,19.29,NA
NWT,c1,cr23x,2011-10-04,2011,10,277,airtemp_max,17.27,n,17.27,NA
NWT,c1,cr23x,2011-10-05,2011,10,278,airtemp_max,15.51,n,15.51,NA
NWT,c1,cr23x,2011-10-06,2011,10,279,airtemp_max,13.07,n,13.07,NA
NWT,c1,cr23x,2011-10-07,2011,10,280,airtemp_max,6.547,n,6.547,NA
NWT,c1,cr23x,2011-10-08,2011,10,281,airtemp_max,0.012,n,0.012,NA
NWT,c1,cr23x,2011-10-09,2011,10,282,airtemp_max,6.913,n,6.913,NA
NWT,c1,cr23x,2011-10-10,2011,10,283,airtemp_max,8.93,n,8.93,NA
NWT,c1,cr23x,2011-10-11,2011,10,284,airtemp_max,7.88,n,7.88,NA
NWT,c1,cr23x,2011-10-12,2011,10,285,airtemp_max,8.7,n,8.7,NA
NWT,c1,cr23x,2011-10-13,2011,10,286,airtemp_max,13.89,n,13.89,NA
NWT,c1,cr23x,2011-10-14,2011,10,287,airtemp_max,14.39,n,14.39,NA
NWT,c1,cr23x,2011-10-15,2011,10,288,airtemp_max,17.36,n,17.36,NA
NWT,c1,cr23x,2011-10-16,2011,10,289,airtemp_max,16.54,n,16.54,NA
NWT,c1,cr23x,2011-10-17,2011,10,290,airtemp_max,19.49,n,NA,comparative deviance
NWT,c1,cr23x,2011-10-18,2011,10,291,airtemp_max,5.656,n,5.656,NA
NWT,c1,cr23x,2011-10-19,2011,10,292,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-10-20,2011,10,293,airtemp_max,13.16,n,13.16,NA
NWT,c1,cr23x,2011-10-21,2011,10,294,airtemp_max,12.04,n,12.04,NA
NWT,c1,cr23x,2011-10-22,2011,10,295,airtemp_max,10.25,n,10.25,NA
NWT,c1,cr23x,2011-10-23,2011,10,296,airtemp_max,13.06,n,13.06,NA
NWT,c1,cr23x,2011-10-24,2011,10,297,airtemp_max,14.91,n,14.91,NA
NWT,c1,cr23x,2011-10-25,2011,10,298,airtemp_max,11.08,n,11.08,NA
NWT,c1,cr23x,2011-10-26,2011,10,299,airtemp_max,-5.478,n,-5.478,NA
NWT,c1,cr23x,2011-10-27,2011,10,300,airtemp_max,7.51,n,7.51,NA
NWT,c1,cr23x,2011-10-28,2011,10,301,airtemp_max,6.283,n,6.283,NA
NWT,c1,cr23x,2011-10-29,2011,10,302,airtemp_max,5.174,n,5.174,NA
NWT,c1,cr23x,2011-10-30,2011,10,303,airtemp_max,10.12,n,10.12,NA
NWT,c1,cr23x,2011-10-31,2011,10,304,airtemp_max,11.54,n,11.54,NA
NWT,c1,cr23x,2011-11-01,2011,11,305,airtemp_max,12.04,n,12.04,NA
NWT,c1,cr23x,2011-11-02,2011,11,306,airtemp_max,-1.973,n,-1.973,NA
NWT,c1,cr23x,2011-11-03,2011,11,307,airtemp_max,12.04,n,12.04,NA
NWT,c1,cr23x,2011-11-04,2011,11,308,airtemp_max,13.6,n,13.6,NA
NWT,c1,cr23x,2011-11-05,2011,11,309,airtemp_max,8.71,n,8.71,NA
NWT,c1,cr23x,2011-11-06,2011,11,310,airtemp_max,-0.752,n,-0.752,NA
NWT,c1,cr23x,2011-11-07,2011,11,311,airtemp_max,4.075,n,4.075,NA
NWT,c1,cr23x,2011-11-08,2011,11,312,airtemp_max,10.83,n,10.83,NA
NWT,c1,cr23x,2011-11-09,2011,11,313,airtemp_max,0.996,n,0.996,NA
NWT,c1,cr23x,2011-11-10,2011,11,314,airtemp_max,4.831,n,4.831,NA
NWT,c1,cr23x,2011-11-11,2011,11,315,airtemp_max,10.22,n,10.22,NA
NWT,c1,cr23x,2011-11-12,2011,11,316,airtemp_max,2.899,n,2.899,NA
NWT,c1,cr23x,2011-11-13,2011,11,317,airtemp_max,-1.556,n,-1.556,NA
NWT,c1,cr23x,2011-11-14,2011,11,318,airtemp_max,1.172,n,1.172,NA
NWT,c1,cr23x,2011-11-15,2011,11,319,airtemp_max,-0.242,n,-0.242,NA
NWT,c1,cr23x,2011-11-16,2011,11,320,airtemp_max,-4.542,n,-4.542,NA
NWT,c1,cr23x,2011-11-17,2011,11,321,airtemp_max,2.142,n,2.142,NA
NWT,c1,cr23x,2011-11-18,2011,11,322,airtemp_max,7.9,n,7.9,NA
NWT,c1,cr23x,2011-11-19,2011,11,323,airtemp_max,-0.556,n,-0.556,NA
NWT,c1,cr23x,2011-11-20,2011,11,324,airtemp_max,5.132,n,5.132,NA
NWT,c1,cr23x,2011-11-21,2011,11,325,airtemp_max,5.631,n,5.631,NA
NWT,c1,cr23x,2011-11-22,2011,11,326,airtemp_max,2.959,n,2.959,NA
NWT,c1,cr23x,2011-11-23,2011,11,327,airtemp_max,9.19,n,9.19,NA
NWT,c1,cr23x,2011-11-24,2011,11,328,airtemp_max,11.15,n,11.15,NA
NWT,c1,cr23x,2011-11-25,2011,11,329,airtemp_max,2.121,n,2.121,NA
NWT,c1,cr23x,2011-11-26,2011,11,330,airtemp_max,-3.066,n,-3.066,NA
NWT,c1,cr23x,2011-11-27,2011,11,331,airtemp_max,7.54,n,7.54,NA
NWT,c1,cr23x,2011-11-28,2011,11,332,airtemp_max,9.99,n,9.99,NA
NWT,c1,cr23x,2011-11-29,2011,11,333,airtemp_max,6.747,n,6.747,NA
NWT,c1,cr23x,2011-11-30,2011,11,334,airtemp_max,6.053,n,6.053,NA
NWT,c1,cr23x,2011-12-01,2011,12,335,airtemp_max,-6.312,n,-6.312,NA
NWT,c1,cr23x,2011-12-02,2011,12,336,airtemp_max,2.388,n,2.388,NA
NWT,c1,cr23x,2011-12-03,2011,12,337,airtemp_max,-10.41,n,-10.41,NA
NWT,c1,cr23x,2011-12-04,2011,12,338,airtemp_max,-8.69,n,-8.69,NA
NWT,c1,cr23x,2011-12-05,2011,12,339,airtemp_max,-7.83,n,-7.83,NA
NWT,c1,cr23x,2011-12-06,2011,12,340,airtemp_max,-0.947,n,-0.947,NA
NWT,c1,cr23x,2011-12-07,2011,12,341,airtemp_max,3.879,n,3.879,NA
NWT,c1,cr23x,2011-12-08,2011,12,342,airtemp_max,-2.105,n,-2.105,NA
NWT,c1,cr23x,2011-12-09,2011,12,343,airtemp_max,2.022,n,2.022,NA
NWT,c1,cr23x,2011-12-10,2011,12,344,airtemp_max,6.683,n,6.683,NA
NWT,c1,cr23x,2011-12-11,2011,12,345,airtemp_max,3.823,n,3.823,NA
NWT,c1,cr23x,2011-12-12,2011,12,346,airtemp_max,5.058,n,5.058,NA
NWT,c1,cr23x,2011-12-13,2011,12,347,airtemp_max,5.016,n,5.016,NA
NWT,c1,cr23x,2011-12-14,2011,12,348,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2011-12-15,2011,12,349,airtemp_max,3.181,n,3.181,NA
NWT,c1,cr23x,2011-12-16,2011,12,350,airtemp_max,1.463,n,1.463,NA
NWT,c1,cr23x,2011-12-17,2011,12,351,airtemp_max,13.35,n,13.35,NA
NWT,c1,cr23x,2011-12-18,2011,12,352,airtemp_max,9.62,n,9.62,NA
NWT,c1,cr23x,2011-12-19,2011,12,353,airtemp_max,-4.69,n,-4.69,NA
NWT,c1,cr23x,2011-12-20,2011,12,354,airtemp_max,5.033,n,5.033,NA
NWT,c1,cr23x,2011-12-21,2011,12,355,airtemp_max,0.838,n,0.838,NA
NWT,c1,cr23x,2011-12-22,2011,12,356,airtemp_max,-10.84,n,-10.84,NA
NWT,c1,cr23x,2011-12-23,2011,12,357,airtemp_max,2.947,n,2.947,NA
NWT,c1,cr23x,2011-12-24,2011,12,358,airtemp_max,5.962,n,5.962,NA
NWT,c1,cr23x,2011-12-25,2011,12,359,airtemp_max,9.63,n,9.63,NA
NWT,c1,cr23x,2011-12-26,2011,12,360,airtemp_max,0.97,n,0.97,NA
NWT,c1,cr23x,2011-12-27,2011,12,361,airtemp_max,2.063,n,2.063,NA
NWT,c1,cr23x,2011-12-28,2011,12,362,airtemp_max,1.239,n,1.239,NA
NWT,c1,cr23x,2011-12-29,2011,12,363,airtemp_max,0.41,n,0.41,NA
NWT,c1,cr23x,2011-12-30,2011,12,364,airtemp_max,4.374,n,4.374,NA
NWT,c1,cr23x,2011-12-31,2011,12,365,airtemp_max,2.793,n,2.793,NA
NWT,c1,cr23x,2012-01-01,2012,1,1,airtemp_max,3.785,n,3.785,NA
NWT,c1,cr23x,2012-01-02,2012,1,2,airtemp_max,8.54,n,8.54,NA
NWT,c1,cr23x,2012-01-03,2012,1,3,airtemp_max,4.11,n,4.11,NA
NWT,c1,cr23x,2012-01-04,2012,1,4,airtemp_max,10.68,n,10.68,NA
NWT,c1,cr23x,2012-01-05,2012,1,5,airtemp_max,12.07,n,12.07,NA
NWT,c1,cr23x,2012-01-06,2012,1,6,airtemp_max,3.705,n,3.705,NA
NWT,c1,cr23x,2012-01-07,2012,1,7,airtemp_max,1.203,n,1.203,NA
NWT,c1,cr23x,2012-01-08,2012,1,8,airtemp_max,-2.666,n,-2.666,NA
NWT,c1,cr23x,2012-01-09,2012,1,9,airtemp_max,9.76,n,9.76,NA
NWT,c1,cr23x,2012-01-10,2012,1,10,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2012-01-11,2012,1,11,airtemp_max,-4.556,n,-4.556,NA
NWT,c1,cr23x,2012-01-12,2012,1,12,airtemp_max,-5.475,n,-5.475,NA
NWT,c1,cr23x,2012-01-13,2012,1,13,airtemp_max,-3.959,n,-3.959,NA
NWT,c1,cr23x,2012-01-14,2012,1,14,airtemp_max,3.477,n,3.477,NA
NWT,c1,cr23x,2012-01-15,2012,1,15,airtemp_max,2.459,n,2.459,NA
NWT,c1,cr23x,2012-01-16,2012,1,16,airtemp_max,-0.915,n,-0.915,NA
NWT,c1,cr23x,2012-01-17,2012,1,17,airtemp_max,-11.26,n,-11.26,NA
NWT,c1,cr23x,2012-01-18,2012,1,18,airtemp_max,-3.325,n,-3.325,NA
NWT,c1,cr23x,2012-01-19,2012,1,19,airtemp_max,NA,n,NA,NA
NWT,c1,cr23x,2012-01-20,2012,1,20,airtemp_max,-1.165,n,-1.165,NA
NWT,c1,cr23x,2012-01-21,2012,1,21,airtemp_max,6.611,n,6.611,NA
NWT,c1,cr23x,2012-01-22,2012,1,22,airtemp_max,-3.88,n,-3.88,NA
NWT,c1,cr23x,2012-01-23,2012,1,23,airtemp_max,3.036,n,3.036,NA
NWT,c1,cr23x,2012-01-24,2012,1,24,airtemp_max,-2.324,n,-2.324,NA
NWT,c1,cr23x,2012-01-25,2012,1,25,airtemp_max,6.208,n,6.208,NA
NWT,c1,cr23x,2012-01-26,2012,1,26,airtemp_max,2.375,n,2.375,NA
NWT,c1,cr23x,2012-01-27,2012,1,27,airtemp_max,-5.168,n,-5.168,NA
NWT,c1,cr23x,2012-01-28,2012,1,28,airtemp_max,-5.198,n,-5.198,NA
NWT,c1,cr23x,2012-01-29,2012,1,29,airtemp_max,3.399,n,3.399,NA
NWT,c1,cr23x,2012-01-30,2012,1,30,airtemp_max,6.142,n,6.142,NA
NWT,c1,cr23x,2012-01-31,2012,1,31,airtemp_max,3.4,n,3.4,NA
NWT,c1,cr23x,2012-02-01,2012,2,32,airtemp_max,4.857,n,4.857,NA
NWT,c1,cr23x,2012-02-02,2012,2,33,airtemp_max,4.432,n,4.432,NA
NWT,c1,cr23x,2012-02-03,2012,2,34,airtemp_max,-4.905,n,-4.905,NA
NWT,c1,cr23x,2012-02-04,2012,2,35,airtemp_max,0.552,n,0.552,NA
NWT,c1,cr23x,2012-02-05,2012,2,36,airtemp_max,3.33,n,3.33,NA
NWT,c1,cr23x,2012-02-06,2012,2,37,airtemp_max,-1.593,n,-1.593,NA
NWT,c1,cr23x,2012-02-07,2012,2,38,airtemp_max,-1,n,-1,NA
NWT,c1,cr23x,2012-02-08,2012,2,39,airtemp_max,2.537,n,2.537,NA
NWT,c1,cr23x,2012-02-09,2012,2,40,airtemp_max,0.192,n,0.192,NA
NWT,c1,cr23x,2012-02-10,2012,2,41,airtemp_max,0.693,n,0.693,NA
NWT,c1,cr23x,2012-02-11,2012,2,42,airtemp_max,4.893,n,4.893,NA
NWT,c1,cr23x,2012-02-12,2012,2,43,airtemp_max,4.862,n,4.862,NA
NWT,c1,cr23x,2012-02-13,2012,2,44,airtemp_max,-1.892,n,-1.892,NA
NWT,c1,cr23x,2012-02-14,2012,2,45,airtemp_max,-0.138,n,-0.138,NA
NWT,c1,cr23x,2012-02-15,2012,2,46,airtemp_max,1.053,n,1.053,NA
NWT,c1,cr23x,2012-02-16,2012,2,47,airtemp_max,-1.362,n,-1.362,NA
