"","LTER_site","local_site","date","yr","mon","day","ppt_tot","source"
"6480","NWT","sdl",1999-04-27,1999,4,27,0,"NSF proposal data"
"6481","NWT","sdl",1999-04-28,1999,4,28,8.19,"NSF proposal data"
"6482","NWT","sdl",1999-04-29,1999,4,29,7.8,"NSF proposal data"
"6483","NWT","sdl",1999-04-30,1999,4,30,11.7,"NSF proposal data"
"6484","NWT","sdl",1999-05-01,1999,5,1,6.63,"NSF proposal data"
"6485","NWT","sdl",1999-05-02,1999,5,2,15.99,"NSF proposal data"
"6486","NWT","sdl",1999-05-03,1999,5,3,8.19,"NSF proposal data"
"6487","NWT","sdl",1999-05-04,1999,5,4,7.02,"NSF proposal data"
"6488","NWT","sdl",1999-05-05,1999,5,5,3.9,"NSF proposal data"
"6489","NWT","sdl",1999-05-06,1999,5,6,2.34,"NSF proposal data"
"6490","NWT","sdl",1999-05-07,1999,5,7,12.87,"NSF proposal data"
"6491","NWT","sdl",1999-05-08,1999,5,8,0,"NSF proposal data"
"6492","NWT","sdl",1999-05-09,1999,5,9,0,"NSF proposal data"
"6493","NWT","sdl",1999-05-10,1999,5,10,1.56,"NSF proposal data"
"6494","NWT","sdl",1999-05-11,1999,5,11,8.97,"NSF proposal data"
"6495","NWT","sdl",1999-05-12,1999,5,12,32.76,"NSF proposal data"
"6496","NWT","sdl",1999-05-13,1999,5,13,3.51,"NSF proposal data"
"6497","NWT","sdl",1999-05-14,1999,5,14,0.78,"NSF proposal data"
"6498","NWT","sdl",1999-05-15,1999,5,15,0,"NSF proposal data"
"6499","NWT","sdl",1999-05-16,1999,5,16,3.51,"NSF proposal data"
"6500","NWT","sdl",1999-05-17,1999,5,17,7.02,"NSF proposal data"
"6501","NWT","sdl",1999-05-18,1999,5,18,0,"NSF proposal data"
"6502","NWT","sdl",1999-05-19,1999,5,19,0,"NSF proposal data"
"6503","NWT","sdl",1999-05-20,1999,5,20,0.39,"NSF proposal data"
"6504","NWT","sdl",1999-05-21,1999,5,21,0,"NSF proposal data"
"6505","NWT","sdl",1999-05-22,1999,5,22,0.39,"NSF proposal data"
"6506","NWT","sdl",1999-05-23,1999,5,23,0.39,"NSF proposal data"
"6507","NWT","sdl",1999-05-24,1999,5,24,3.12,"NSF proposal data"
"6508","NWT","sdl",1999-05-25,1999,5,25,5.85,"NSF proposal data"
"6509","NWT","sdl",1999-05-26,1999,5,26,0,"NSF proposal data"
"6510","NWT","sdl",1999-05-27,1999,5,27,1.95,"NSF proposal data"
"6511","NWT","sdl",1999-05-28,1999,5,28,0,"NSF proposal data"
"6512","NWT","sdl",1999-05-29,1999,5,29,0,"NSF proposal data"
"6513","NWT","sdl",1999-05-30,1999,5,30,0,"NSF proposal data"
"6514","NWT","sdl",1999-05-31,1999,5,31,7.41,"NSF proposal data"
"6515","NWT","sdl",1999-06-01,1999,6,1,45,"NSF proposal data"
"6516","NWT","sdl",1999-06-02,1999,6,2,2,"NSF proposal data"
"6517","NWT","sdl",1999-06-03,1999,6,3,0,"NSF proposal data"
"6518","NWT","sdl",1999-06-04,1999,6,4,0,"NSF proposal data"
"6519","NWT","sdl",1999-06-05,1999,6,5,19,"NSF proposal data"
"6520","NWT","sdl",1999-06-06,1999,6,6,77,"NSF proposal data"
"6521","NWT","sdl",1999-06-07,1999,6,7,0,"NSF proposal data"
"6522","NWT","sdl",1999-06-08,1999,6,8,0,"NSF proposal data"
"6523","NWT","sdl",1999-06-09,1999,6,9,1,"NSF proposal data"
"6524","NWT","sdl",1999-06-10,1999,6,10,10,"NSF proposal data"
"6525","NWT","sdl",1999-06-11,1999,6,11,0,"NSF proposal data"
"6526","NWT","sdl",1999-06-12,1999,6,12,2,"NSF proposal data"
"6527","NWT","sdl",1999-06-13,1999,6,13,0,"NSF proposal data"
"6528","NWT","sdl",1999-06-14,1999,6,14,4,"NSF proposal data"
"6529","NWT","sdl",1999-06-15,1999,6,15,6,"NSF proposal data"
"6530","NWT","sdl",1999-06-16,1999,6,16,5,"NSF proposal data"
"6531","NWT","sdl",1999-06-17,1999,6,17,5,"NSF proposal data"
"6532","NWT","sdl",1999-06-18,1999,6,18,1,"NSF proposal data"
"6533","NWT","sdl",1999-06-19,1999,6,19,0,"NSF proposal data"
"6534","NWT","sdl",1999-06-20,1999,6,20,0,"NSF proposal data"
"6535","NWT","sdl",1999-06-21,1999,6,21,1,"NSF proposal data"
"6536","NWT","sdl",1999-06-22,1999,6,22,0,"NSF proposal data"
"6537","NWT","sdl",1999-06-23,1999,6,23,0,"NSF proposal data"
"6538","NWT","sdl",1999-06-24,1999,6,24,0,"NSF proposal data"
"6539","NWT","sdl",1999-06-25,1999,6,25,0,"NSF proposal data"
"6540","NWT","sdl",1999-06-26,1999,6,26,0,"NSF proposal data"
"6541","NWT","sdl",1999-06-27,1999,6,27,0,"NSF proposal data"
"6542","NWT","sdl",1999-06-28,1999,6,28,0,"NSF proposal data"
"6543","NWT","sdl",1999-06-29,1999,6,29,0,"NSF proposal data"
"6544","NWT","sdl",1999-06-30,1999,6,30,1,"NSF proposal data"
"6545","NWT","sdl",1999-07-01,1999,7,1,0,"NSF proposal data"
"6546","NWT","sdl",1999-07-02,1999,7,2,1,"NSF proposal data"
"6547","NWT","sdl",1999-07-03,1999,7,3,0,"NSF proposal data"
"6548","NWT","sdl",1999-07-04,1999,7,4,0,"NSF proposal data"
"6549","NWT","sdl",1999-07-05,1999,7,5,0,"NSF proposal data"
"6550","NWT","sdl",1999-07-06,1999,7,6,0,"NSF proposal data"
"6551","NWT","sdl",1999-07-07,1999,7,7,0,"NSF proposal data"
"6552","NWT","sdl",1999-07-08,1999,7,8,0,"NSF proposal data"
"6553","NWT","sdl",1999-07-09,1999,7,9,0,"NSF proposal data"
"6554","NWT","sdl",1999-07-10,1999,7,10,1,"NSF proposal data"
"6555","NWT","sdl",1999-07-11,1999,7,11,2,"NSF proposal data"
"6556","NWT","sdl",1999-07-12,1999,7,12,0,"NSF proposal data"
"6557","NWT","sdl",1999-07-13,1999,7,13,0,"NSF proposal data"
"6558","NWT","sdl",1999-07-14,1999,7,14,5,"NSF proposal data"
"6559","NWT","sdl",1999-07-15,1999,7,15,0,"NSF proposal data"
"6560","NWT","sdl",1999-07-16,1999,7,16,9,"NSF proposal data"
"6561","NWT","sdl",1999-07-17,1999,7,17,1,"NSF proposal data"
"6562","NWT","sdl",1999-07-18,1999,7,18,0,"NSF proposal data"
"6563","NWT","sdl",1999-07-19,1999,7,19,1,"NSF proposal data"
"6564","NWT","sdl",1999-07-20,1999,7,20,0,"NSF proposal data"
"6565","NWT","sdl",1999-07-21,1999,7,21,0,"NSF proposal data"
"6566","NWT","sdl",1999-07-22,1999,7,22,1,"NSF proposal data"
"6567","NWT","sdl",1999-07-23,1999,7,23,0,"NSF proposal data"
"6568","NWT","sdl",1999-07-24,1999,7,24,27,"NSF proposal data"
"6569","NWT","sdl",1999-07-25,1999,7,25,0,"NSF proposal data"
"6570","NWT","sdl",1999-07-26,1999,7,26,0,"NSF proposal data"
"6571","NWT","sdl",1999-07-27,1999,7,27,0,"NSF proposal data"
"6572","NWT","sdl",1999-07-28,1999,7,28,18,"NSF proposal data"
"6573","NWT","sdl",1999-07-29,1999,7,29,0,"NSF proposal data"
"6574","NWT","sdl",1999-07-30,1999,7,30,11,"NSF proposal data"
"6575","NWT","sdl",1999-07-31,1999,7,31,15,"NSF proposal data"
"6576","NWT","sdl",1999-08-01,1999,8,1,2,"NSF proposal data"
"6577","NWT","sdl",1999-08-02,1999,8,2,0,"NSF proposal data"
"6578","NWT","sdl",1999-08-03,1999,8,3,0,"NSF proposal data"
"6579","NWT","sdl",1999-08-04,1999,8,4,29,"NSF proposal data"
"6580","NWT","sdl",1999-08-05,1999,8,5,11,"NSF proposal data"
"6581","NWT","sdl",1999-08-06,1999,8,6,0,"NSF proposal data"
"6582","NWT","sdl",1999-08-07,1999,8,7,0,"NSF proposal data"
"6583","NWT","sdl",1999-08-08,1999,8,8,0,"NSF proposal data"
"6584","NWT","sdl",1999-08-09,1999,8,9,3,"NSF proposal data"
"6585","NWT","sdl",1999-08-10,1999,8,10,8,"NSF proposal data"
"6586","NWT","sdl",1999-08-11,1999,8,11,0,"NSF proposal data"
"6587","NWT","sdl",1999-08-12,1999,8,12,0,"NSF proposal data"
"6588","NWT","sdl",1999-08-13,1999,8,13,0,"NSF proposal data"
"6589","NWT","sdl",1999-08-14,1999,8,14,4,"NSF proposal data"
"6590","NWT","sdl",1999-08-15,1999,8,15,0,"NSF proposal data"
"6591","NWT","sdl",1999-08-16,1999,8,16,0,"NSF proposal data"
"6592","NWT","sdl",1999-08-17,1999,8,17,3,"NSF proposal data"
"6593","NWT","sdl",1999-08-18,1999,8,18,0,"NSF proposal data"
"6594","NWT","sdl",1999-08-19,1999,8,19,13,"NSF proposal data"
"6595","NWT","sdl",1999-08-20,1999,8,20,0,"NSF proposal data"
"6596","NWT","sdl",1999-08-21,1999,8,21,1,"NSF proposal data"
"6597","NWT","sdl",1999-08-22,1999,8,22,0,"NSF proposal data"
"6598","NWT","sdl",1999-08-23,1999,8,23,0,"NSF proposal data"
"6599","NWT","sdl",1999-08-24,1999,8,24,0,"NSF proposal data"
"6600","NWT","sdl",1999-08-25,1999,8,25,9,"NSF proposal data"
"6601","NWT","sdl",1999-08-26,1999,8,26,0,"NSF proposal data"
"6602","NWT","sdl",1999-08-27,1999,8,27,9,"NSF proposal data"
"6603","NWT","sdl",1999-08-28,1999,8,28,0,"NSF proposal data"
"6604","NWT","sdl",1999-08-29,1999,8,29,0,"NSF proposal data"
"6605","NWT","sdl",1999-08-30,1999,8,30,1,"NSF proposal data"
"6606","NWT","sdl",1999-08-31,1999,8,31,3,"NSF proposal data"
"6607","NWT","sdl",1999-09-01,1999,9,1,1.95,"NSF proposal data"
"6608","NWT","sdl",1999-09-02,1999,9,2,3.51,"NSF proposal data"
"6609","NWT","sdl",1999-09-03,1999,9,3,0,"NSF proposal data"
"6610","NWT","sdl",1999-09-04,1999,9,4,0,"NSF proposal data"
"6611","NWT","sdl",1999-09-05,1999,9,5,0,"NSF proposal data"
"6612","NWT","sdl",1999-09-06,1999,9,6,0,"NSF proposal data"
"6613","NWT","sdl",1999-09-07,1999,9,7,0,"NSF proposal data"
"6614","NWT","sdl",1999-09-08,1999,9,8,0,"NSF proposal data"
"6615","NWT","sdl",1999-09-09,1999,9,9,0,"NSF proposal data"
"6616","NWT","sdl",1999-09-10,1999,9,10,0,"NSF proposal data"
"6617","NWT","sdl",1999-09-11,1999,9,11,0.78,"NSF proposal data"
"6618","NWT","sdl",1999-09-12,1999,9,12,0,"NSF proposal data"
"6619","NWT","sdl",1999-09-13,1999,9,13,0,"NSF proposal data"
"6620","NWT","sdl",1999-09-14,1999,9,14,0,"NSF proposal data"
"6621","NWT","sdl",1999-09-15,1999,9,15,0,"NSF proposal data"
"6622","NWT","sdl",1999-09-16,1999,9,16,0,"NSF proposal data"
"6623","NWT","sdl",1999-09-17,1999,9,17,0,"NSF proposal data"
"6624","NWT","sdl",1999-09-18,1999,9,18,0,"NSF proposal data"
"6625","NWT","sdl",1999-09-19,1999,9,19,4.29,"NSF proposal data"
"6626","NWT","sdl",1999-09-20,1999,9,20,1.95,"NSF proposal data"
"6627","NWT","sdl",1999-09-21,1999,9,21,0,"NSF proposal data"
"6628","NWT","sdl",1999-09-22,1999,9,22,0,"NSF proposal data"
"6629","NWT","sdl",1999-09-23,1999,9,23,0.39,"NSF proposal data"
"6630","NWT","sdl",1999-09-24,1999,9,24,0,"NSF proposal data"
"6631","NWT","sdl",1999-09-25,1999,9,25,0,"NSF proposal data"
"6632","NWT","sdl",1999-09-26,1999,9,26,0.39,"NSF proposal data"
"6633","NWT","sdl",1999-09-27,1999,9,27,0.39,"NSF proposal data"
"6634","NWT","sdl",1999-09-28,1999,9,28,3.9,"NSF proposal data"
"6635","NWT","sdl",1999-09-29,1999,9,29,1.17,"NSF proposal data"
"6636","NWT","sdl",1999-09-30,1999,9,30,0,"NSF proposal data"
"6637","NWT","sdl",1999-10-01,1999,10,1,0.39,"NSF proposal data"
"6638","NWT","sdl",1999-10-02,1999,10,2,0,"NSF proposal data"
"6639","NWT","sdl",1999-10-03,1999,10,3,0,"NSF proposal data"
"6640","NWT","sdl",1999-10-04,1999,10,4,0,"NSF proposal data"
"6641","NWT","sdl",1999-10-05,1999,10,5,0,"NSF proposal data"
"6642","NWT","sdl",1999-10-06,1999,10,6,0.39,"NSF proposal data"
"6643","NWT","sdl",1999-10-07,1999,10,7,4.29,"NSF proposal data"
"6644","NWT","sdl",1999-10-08,1999,10,8,0,"NSF proposal data"
"6645","NWT","sdl",1999-10-09,1999,10,9,0,"NSF proposal data"
"6646","NWT","sdl",1999-10-10,1999,10,10,0,"NSF proposal data"
"6647","NWT","sdl",1999-10-11,1999,10,11,0,"NSF proposal data"
"6648","NWT","sdl",1999-10-12,1999,10,12,0,"NSF proposal data"
"6649","NWT","sdl",1999-10-13,1999,10,13,0,"NSF proposal data"
"6650","NWT","sdl",1999-10-14,1999,10,14,0,"NSF proposal data"
"6651","NWT","sdl",1999-10-15,1999,10,15,1.17,"NSF proposal data"
"6652","NWT","sdl",1999-10-16,1999,10,16,1.56,"NSF proposal data"
"6653","NWT","sdl",1999-10-17,1999,10,17,0,"NSF proposal data"
"6654","NWT","sdl",1999-10-18,1999,10,18,5.07,"NSF proposal data"
"6655","NWT","sdl",1999-10-19,1999,10,19,0,"NSF proposal data"
"6656","NWT","sdl",1999-10-20,1999,10,20,0,"NSF proposal data"
"6657","NWT","sdl",1999-10-21,1999,10,21,0,"NSF proposal data"
"6658","NWT","sdl",1999-10-22,1999,10,22,0,"NSF proposal data"
"6659","NWT","sdl",1999-10-23,1999,10,23,0,"NSF proposal data"
"6660","NWT","sdl",1999-10-24,1999,10,24,0,"NSF proposal data"
"6661","NWT","sdl",1999-10-25,1999,10,25,0,"NSF proposal data"
"6662","NWT","sdl",1999-10-26,1999,10,26,0,"NSF proposal data"
"6663","NWT","sdl",1999-10-27,1999,10,27,0,"NSF proposal data"
"6664","NWT","sdl",1999-10-28,1999,10,28,0.39,"NSF proposal data"
"6665","NWT","sdl",1999-10-29,1999,10,29,2.34,"NSF proposal data"
"6666","NWT","sdl",1999-10-30,1999,10,30,3.12,"NSF proposal data"
"6667","NWT","sdl",1999-10-31,1999,10,31,0,"NSF proposal data"
"6668","NWT","sdl",1999-11-01,1999,11,1,0,"NSF proposal data"
"6669","NWT","sdl",1999-11-02,1999,11,2,0,"NSF proposal data"
"6670","NWT","sdl",1999-11-03,1999,11,3,0,"NSF proposal data"
"6671","NWT","sdl",1999-11-04,1999,11,4,0,"NSF proposal data"
"6672","NWT","sdl",1999-11-05,1999,11,5,0,"NSF proposal data"
"6673","NWT","sdl",1999-11-06,1999,11,6,0,"NSF proposal data"
"6674","NWT","sdl",1999-11-07,1999,11,7,0,"NSF proposal data"
"6675","NWT","sdl",1999-11-08,1999,11,8,0,"NSF proposal data"
"6676","NWT","sdl",1999-11-09,1999,11,9,0,"NSF proposal data"
"6677","NWT","sdl",1999-11-10,1999,11,10,0,"NSF proposal data"
"6678","NWT","sdl",1999-11-11,1999,11,11,0,"NSF proposal data"
"6679","NWT","sdl",1999-11-12,1999,11,12,0,"NSF proposal data"
"6680","NWT","sdl",1999-11-13,1999,11,13,0,"NSF proposal data"
"6681","NWT","sdl",1999-11-14,1999,11,14,0,"NSF proposal data"
"6682","NWT","sdl",1999-11-15,1999,11,15,0,"NSF proposal data"
"6683","NWT","sdl",1999-11-16,1999,11,16,0,"NSF proposal data"
"6684","NWT","sdl",1999-11-17,1999,11,17,0,"NSF proposal data"
"6685","NWT","sdl",1999-11-18,1999,11,18,17.55,"NSF proposal data"
"6686","NWT","sdl",1999-11-19,1999,11,19,7.41,"NSF proposal data"
"6687","NWT","sdl",1999-11-20,1999,11,20,1.17,"NSF proposal data"
"6688","NWT","sdl",1999-11-21,1999,11,21,1.56,"NSF proposal data"
"6689","NWT","sdl",1999-11-22,1999,11,22,3.12,"NSF proposal data"
"6690","NWT","sdl",1999-11-23,1999,11,23,1.56,"NSF proposal data"
"6691","NWT","sdl",1999-11-24,1999,11,24,3.9,"NSF proposal data"
"6692","NWT","sdl",1999-11-25,1999,11,25,25.74,"NSF proposal data"
"6693","NWT","sdl",1999-11-26,1999,11,26,14.43,"NSF proposal data"
"6694","NWT","sdl",1999-11-27,1999,11,27,7.8,"NSF proposal data"
"6695","NWT","sdl",1999-11-28,1999,11,28,0,"NSF proposal data"
"6696","NWT","sdl",1999-11-29,1999,11,29,0,"NSF proposal data"
"6697","NWT","sdl",1999-11-30,1999,11,30,0,"NSF proposal data"
"6698","NWT","sdl",1999-12-01,1999,12,1,0,"NSF proposal data"
"6699","NWT","sdl",1999-12-02,1999,12,2,0,"NSF proposal data"
"6700","NWT","sdl",1999-12-03,1999,12,3,6.24,"NSF proposal data"
"6701","NWT","sdl",1999-12-04,1999,12,4,0,"NSF proposal data"
"6702","NWT","sdl",1999-12-05,1999,12,5,20.28,"NSF proposal data"
"6703","NWT","sdl",1999-12-06,1999,12,6,1.17,"NSF proposal data"
"6704","NWT","sdl",1999-12-07,1999,12,7,1.56,"NSF proposal data"
"6705","NWT","sdl",1999-12-08,1999,12,8,1.56,"NSF proposal data"
"6706","NWT","sdl",1999-12-09,1999,12,9,0.39,"NSF proposal data"
"6707","NWT","sdl",1999-12-10,1999,12,10,0,"NSF proposal data"
"6708","NWT","sdl",1999-12-11,1999,12,11,1.95,"NSF proposal data"
"6709","NWT","sdl",1999-12-12,1999,12,12,2.34,"NSF proposal data"
"6710","NWT","sdl",1999-12-13,1999,12,13,3.9,"NSF proposal data"
"6711","NWT","sdl",1999-12-14,1999,12,14,8.97,"NSF proposal data"
"6712","NWT","sdl",1999-12-15,1999,12,15,0,"NSF proposal data"
"6713","NWT","sdl",1999-12-16,1999,12,16,7.8,"NSF proposal data"
"6714","NWT","sdl",1999-12-17,1999,12,17,7.41,"NSF proposal data"
"6715","NWT","sdl",1999-12-18,1999,12,18,3.51,"NSF proposal data"
"6716","NWT","sdl",1999-12-19,1999,12,19,4.29,"NSF proposal data"
"6717","NWT","sdl",1999-12-20,1999,12,20,3.12,"NSF proposal data"
"6718","NWT","sdl",1999-12-21,1999,12,21,2.73,"NSF proposal data"
"6719","NWT","sdl",1999-12-22,1999,12,22,7.8,"NSF proposal data"
"6720","NWT","sdl",1999-12-23,1999,12,23,20.67,"NSF proposal data"
"6721","NWT","sdl",1999-12-24,1999,12,24,2.34,"NSF proposal data"
"6722","NWT","sdl",1999-12-25,1999,12,25,5.85,"NSF proposal data"
"6723","NWT","sdl",1999-12-26,1999,12,26,3.51,"NSF proposal data"
"6724","NWT","sdl",1999-12-27,1999,12,27,0,"NSF proposal data"
"6725","NWT","sdl",1999-12-28,1999,12,28,0,"NSF proposal data"
"6726","NWT","sdl",1999-12-29,1999,12,29,0,"NSF proposal data"
"6727","NWT","sdl",1999-12-30,1999,12,30,0,"NSF proposal data"
"6728","NWT","sdl",1999-12-31,1999,12,31,0,"NSF proposal data"
"6729","NWT","sdl",2000-01-01,2000,1,1,1.17,"NSF proposal data"
"6730","NWT","sdl",2000-01-02,2000,1,2,1.95,"NSF proposal data"
"6731","NWT","sdl",2000-01-03,2000,1,3,19.89,"NSF proposal data"
"6732","NWT","sdl",2000-01-04,2000,1,4,5.85,"NSF proposal data"
"6733","NWT","sdl",2000-01-05,2000,1,5,11.7,"NSF proposal data"
"6734","NWT","sdl",2000-01-06,2000,1,6,3.51,"NSF proposal data"
"6735","NWT","sdl",2000-01-07,2000,1,7,3.51,"NSF proposal data"
"6736","NWT","sdl",2000-01-08,2000,1,8,1.56,"NSF proposal data"
"6737","NWT","sdl",2000-01-09,2000,1,9,11.7,"NSF proposal data"
"6738","NWT","sdl",2000-01-10,2000,1,10,3.9,"NSF proposal data"
"6739","NWT","sdl",2000-01-11,2000,1,11,12.87,"NSF proposal data"
"6740","NWT","sdl",2000-01-12,2000,1,12,3.9,"NSF proposal data"
"6741","NWT","sdl",2000-01-13,2000,1,13,5.46,"NSF proposal data"
"6742","NWT","sdl",2000-01-14,2000,1,14,12.48,"NSF proposal data"
"6743","NWT","sdl",2000-01-15,2000,1,15,1.17,"NSF proposal data"
"6744","NWT","sdl",2000-01-16,2000,1,16,2.34,"NSF proposal data"
"6745","NWT","sdl",2000-01-17,2000,1,17,7.8,"NSF proposal data"
"6746","NWT","sdl",2000-01-18,2000,1,18,6.63,"NSF proposal data"
"6747","NWT","sdl",2000-01-19,2000,1,19,10.53,"NSF proposal data"
"6748","NWT","sdl",2000-01-20,2000,1,20,3.12,"NSF proposal data"
"6749","NWT","sdl",2000-01-21,2000,1,21,1.17,"NSF proposal data"
"6750","NWT","sdl",2000-01-22,2000,1,22,0.78,"NSF proposal data"
"6751","NWT","sdl",2000-01-23,2000,1,23,10.53,"NSF proposal data"
"6752","NWT","sdl",2000-01-24,2000,1,24,2.73,"NSF proposal data"
"6753","NWT","sdl",2000-01-25,2000,1,25,18.72,"NSF proposal data"
"6754","NWT","sdl",2000-01-26,2000,1,26,1.56,"NSF proposal data"
"6755","NWT","sdl",2000-01-27,2000,1,27,0,"NSF proposal data"
"6756","NWT","sdl",2000-01-28,2000,1,28,0,"NSF proposal data"
"6757","NWT","sdl",2000-01-29,2000,1,29,0,"NSF proposal data"
"6758","NWT","sdl",2000-01-30,2000,1,30,0.78,"NSF proposal data"
"6759","NWT","sdl",2000-01-31,2000,1,31,9.75,"NSF proposal data"
"6760","NWT","sdl",2000-02-01,2000,2,1,0,"NSF proposal data"
"6761","NWT","sdl",2000-02-02,2000,2,2,1.17,"NSF proposal data"
"6762","NWT","sdl",2000-02-03,2000,2,3,0.39,"NSF proposal data"
"6763","NWT","sdl",2000-02-04,2000,2,4,0,"NSF proposal data"
"6764","NWT","sdl",2000-02-05,2000,2,5,2.34,"NSF proposal data"
"6765","NWT","sdl",2000-02-06,2000,2,6,3.9,"NSF proposal data"
"6766","NWT","sdl",2000-02-07,2000,2,7,1.17,"NSF proposal data"
"6767","NWT","sdl",2000-02-08,2000,2,8,0,"NSF proposal data"
"6768","NWT","sdl",2000-02-09,2000,2,9,3.12,"NSF proposal data"
"6769","NWT","sdl",2000-02-10,2000,2,10,7.02,"NSF proposal data"
"6770","NWT","sdl",2000-02-11,2000,2,11,2.34,"NSF proposal data"
"6771","NWT","sdl",2000-02-12,2000,2,12,4.29,"NSF proposal data"
"6772","NWT","sdl",2000-02-13,2000,2,13,0.78,"NSF proposal data"
"6773","NWT","sdl",2000-02-14,2000,2,14,3.51,"NSF proposal data"
"6774","NWT","sdl",2000-02-15,2000,2,15,5.46,"NSF proposal data"
"6775","NWT","sdl",2000-02-16,2000,2,16,1.56,"NSF proposal data"
"6776","NWT","sdl",2000-02-17,2000,2,17,5.46,"NSF proposal data"
"6777","NWT","sdl",2000-02-18,2000,2,18,1.95,"NSF proposal data"
"6778","NWT","sdl",2000-02-19,2000,2,19,2.34,"NSF proposal data"
"6779","NWT","sdl",2000-02-20,2000,2,20,25.74,"NSF proposal data"
"6780","NWT","sdl",2000-02-21,2000,2,21,0.78,"NSF proposal data"
"6781","NWT","sdl",2000-02-22,2000,2,22,1.17,"NSF proposal data"
"6782","NWT","sdl",2000-02-23,2000,2,23,0,"NSF proposal data"
"6783","NWT","sdl",2000-02-24,2000,2,24,0.78,"NSF proposal data"
"6784","NWT","sdl",2000-02-25,2000,2,25,36.27,"NSF proposal data"
"6785","NWT","sdl",2000-02-26,2000,2,26,20.28,"NSF proposal data"
"6786","NWT","sdl",2000-02-27,2000,2,27,11.7,"NSF proposal data"
"6787","NWT","sdl",2000-02-28,2000,2,28,0.39,"NSF proposal data"
"6788","NWT","sdl",2000-02-29,2000,2,29,0.78,"NSF proposal data"
"6789","NWT","sdl",2000-03-01,2000,3,1,0.39,"NSF proposal data"
"6790","NWT","sdl",2000-03-02,2000,3,2,1.17,"NSF proposal data"
"6791","NWT","sdl",2000-03-03,2000,3,3,0,"NSF proposal data"
"6792","NWT","sdl",2000-03-04,2000,3,4,0,"NSF proposal data"
"6793","NWT","sdl",2000-03-05,2000,3,5,14.43,"NSF proposal data"
"6794","NWT","sdl",2000-03-06,2000,3,6,10.92,"NSF proposal data"
"6795","NWT","sdl",2000-03-07,2000,3,7,4.29,"NSF proposal data"
"6796","NWT","sdl",2000-03-08,2000,3,8,27.69,"NSF proposal data"
"6797","NWT","sdl",2000-03-09,2000,3,9,6.63,"NSF proposal data"
"6798","NWT","sdl",2000-03-10,2000,3,10,2.34,"NSF proposal data"
"6799","NWT","sdl",2000-03-11,2000,3,11,16.77,"NSF proposal data"
"6800","NWT","sdl",2000-03-12,2000,3,12,7.8,"NSF proposal data"
"6801","NWT","sdl",2000-03-13,2000,3,13,1.17,"NSF proposal data"
"6802","NWT","sdl",2000-03-14,2000,3,14,4.29,"NSF proposal data"
"6803","NWT","sdl",2000-03-15,2000,3,15,7.02,"NSF proposal data"
"6804","NWT","sdl",2000-03-16,2000,3,16,1.56,"NSF proposal data"
"6805","NWT","sdl",2000-03-17,2000,3,17,11.7,"NSF proposal data"
"6806","NWT","sdl",2000-03-18,2000,3,18,18.72,"NSF proposal data"
"6807","NWT","sdl",2000-03-19,2000,3,19,3.12,"NSF proposal data"
"6808","NWT","sdl",2000-03-20,2000,3,20,2.34,"NSF proposal data"
"6809","NWT","sdl",2000-03-21,2000,3,21,1.17,"NSF proposal data"
"6810","NWT","sdl",2000-03-22,2000,3,22,0,"NSF proposal data"
"6811","NWT","sdl",2000-03-23,2000,3,23,1.17,"NSF proposal data"
"6812","NWT","sdl",2000-03-24,2000,3,24,7.8,"NSF proposal data"
"6813","NWT","sdl",2000-03-25,2000,3,25,0,"NSF proposal data"
"6814","NWT","sdl",2000-03-26,2000,3,26,3.9,"NSF proposal data"
"6815","NWT","sdl",2000-03-27,2000,3,27,1.56,"NSF proposal data"
"6816","NWT","sdl",2000-03-28,2000,3,28,1.56,"NSF proposal data"
"6817","NWT","sdl",2000-03-29,2000,3,29,2.34,"NSF proposal data"
"6818","NWT","sdl",2000-03-30,2000,3,30,2.34,"NSF proposal data"
"6819","NWT","sdl",2000-03-31,2000,3,31,4.29,"NSF proposal data"
"6820","NWT","sdl",2000-04-01,2000,4,1,1.17,"NSF proposal data"
"6821","NWT","sdl",2000-04-02,2000,4,2,4.68,"NSF proposal data"
"6822","NWT","sdl",2000-04-03,2000,4,3,12.87,"NSF proposal data"
"6823","NWT","sdl",2000-04-04,2000,4,4,18.72,"NSF proposal data"
"6824","NWT","sdl",2000-04-05,2000,4,5,0,"NSF proposal data"
"6825","NWT","sdl",2000-04-06,2000,4,6,0,"NSF proposal data"
"6826","NWT","sdl",2000-04-07,2000,4,7,8.97,"NSF proposal data"
"6827","NWT","sdl",2000-04-08,2000,4,8,0,"NSF proposal data"
"6828","NWT","sdl",2000-04-09,2000,4,9,0,"NSF proposal data"
"6829","NWT","sdl",2000-04-10,2000,4,10,1.56,"NSF proposal data"
"6830","NWT","sdl",2000-04-11,2000,4,11,0,"NSF proposal data"
"6831","NWT","sdl",2000-04-12,2000,4,12,0,"NSF proposal data"
"6832","NWT","sdl",2000-04-13,2000,4,13,0,"NSF proposal data"
"6833","NWT","sdl",2000-04-14,2000,4,14,0,"NSF proposal data"
"6834","NWT","sdl",2000-04-15,2000,4,15,5.46,"NSF proposal data"
"6835","NWT","sdl",2000-04-16,2000,4,16,24.96,"NSF proposal data"
"6836","NWT","sdl",2000-04-17,2000,4,17,0,"NSF proposal data"
"6837","NWT","sdl",2000-04-18,2000,4,18,1.17,"NSF proposal data"
