"","LTER_site","local_site","date","airtemp_max","tmax_source_cw","airtemp_min","tmin_source_cw","airtemp_mean"
"8376","NWT","sdl",2004-07-05,9,"NSF proposal data",1,"NSF proposal data",5
"8377","NWT","sdl",2004-07-06,11,"NSF proposal data",1,"NSF proposal data",6
"8378","NWT","sdl",2004-07-07,14,"NSF proposal data",5,"NSF proposal data",9.5
"8379","NWT","sdl",2004-07-08,14,"NSF proposal data",5,"NSF proposal data",9.5
"8380","NWT","sdl",2004-07-09,13,"NSF proposal data",3,"NSF proposal data",8
"8381","NWT","sdl",2004-07-10,13,"NSF proposal data",5,"NSF proposal data",9
"8382","NWT","sdl",2004-07-11,16,"NSF proposal data",4,"NSF proposal data",10
"8383","NWT","sdl",2004-07-12,17,"NSF proposal data",6,"NSF proposal data",11.5
"8384","NWT","sdl",2004-07-13,18,"NSF proposal data",8,"NSF proposal data",13
"8385","NWT","sdl",2004-07-14,18,"NSF proposal data",7,"NSF proposal data",12.5
"8386","NWT","sdl",2004-07-15,14,"NSF proposal data",5,"NSF proposal data",9.5
"8387","NWT","sdl",2004-07-16,10,"NSF proposal data",4,"NSF proposal data",7
"8388","NWT","sdl",2004-07-17,10,"NSF proposal data",4,"NSF proposal data",7
"8389","NWT","sdl",2004-07-18,14,"NSF proposal data",3,"NSF proposal data",8.5
"8390","NWT","sdl",2004-07-19,13,"NSF proposal data",7,"NSF proposal data",10
"8391","NWT","sdl",2004-07-20,13,"NSF proposal data",7,"NSF proposal data",10
"8392","NWT","sdl",2004-07-21,14,"NSF proposal data",5,"NSF proposal data",9.5
"8393","NWT","sdl",2004-07-22,11,"NSF proposal data",3,"NSF proposal data",7
"8394","NWT","sdl",2004-07-23,5,"NSF proposal data",0,"NSF proposal data",2.5
"8395","NWT","sdl",2004-07-24,8,"NSF proposal data",0,"NSF proposal data",4
"8396","NWT","sdl",2004-07-25,11,"NSF proposal data",1,"NSF proposal data",6
"8397","NWT","sdl",2004-07-26,13,"NSF proposal data",3,"NSF proposal data",8
"8398","NWT","sdl",2004-07-27,9,"NSF proposal data",3,"NSF proposal data",6
"8399","NWT","sdl",2004-07-28,10,"NSF proposal data",2,"NSF proposal data",6
"8400","NWT","sdl",2004-07-29,12,"NSF proposal data",3,"NSF proposal data",7.5
"8401","NWT","sdl",2004-07-30,12,"NSF proposal data",3,"NSF proposal data",7.5
"8402","NWT","sdl",2004-07-31,12,"NSF proposal data",3,"NSF proposal data",7.5
"8403","NWT","sdl",2004-08-01,15,"NSF proposal data",7,"NSF proposal data",11
"8404","NWT","sdl",2004-08-02,17,"NSF proposal data",7,"NSF proposal data",12
"8405","NWT","sdl",2004-08-03,13,"NSF proposal data",5,"NSF proposal data",9
"8406","NWT","sdl",2004-08-04,15,"NSF proposal data",3,"NSF proposal data",9
"8407","NWT","sdl",2004-08-05,12,"NSF proposal data",4,"NSF proposal data",8
"8408","NWT","sdl",2004-08-06,14,"NSF proposal data",4,"NSF proposal data",9
"8409","NWT","sdl",2004-08-07,14,"NSF proposal data",3,"NSF proposal data",8.5
"8410","NWT","sdl",2004-08-08,13,"NSF proposal data",2,"NSF proposal data",7.5
"8411","NWT","sdl",2004-08-09,15,"NSF proposal data",3,"NSF proposal data",9
"8412","NWT","sdl",2004-08-10,13,"NSF proposal data",3,"NSF proposal data",8
"8413","NWT","sdl",2004-08-11,11,"NSF proposal data",0,"NSF proposal data",5.5
"8414","NWT","sdl",2004-08-12,10,"NSF proposal data",-1,"NSF proposal data",4.5
"8415","NWT","sdl",2004-08-13,11,"NSF proposal data",1,"NSF proposal data",6
"8416","NWT","sdl",2004-08-14,10,"NSF proposal data",2,"NSF proposal data",6
"8417","NWT","sdl",2004-08-15,12,"NSF proposal data",2,"NSF proposal data",7
"8418","NWT","sdl",2004-08-16,12,"NSF proposal data",2,"NSF proposal data",7
"8419","NWT","sdl",2004-08-17,14,"NSF proposal data",3,"NSF proposal data",8.5
"8420","NWT","sdl",2004-08-18,8,"NSF proposal data",1,"NSF proposal data",4.5
"8421","NWT","sdl",2004-08-19,6,"NSF proposal data",0,"NSF proposal data",3
"8422","NWT","sdl",2004-08-20,8,"NSF proposal data",0,"NSF proposal data",4
"8423","NWT","sdl",2004-08-21,9,"NSF proposal data",3,"NSF proposal data",6
"8424","NWT","sdl",2004-08-22,11,"NSF proposal data",3,"NSF proposal data",7
"8425","NWT","sdl",2004-08-23,8,"NSF proposal data",4,"NSF proposal data",6
"8426","NWT","sdl",2004-08-24,9,"NSF proposal data",3,"NSF proposal data",6
"8427","NWT","sdl",2004-08-25,10,"NSF proposal data",1,"NSF proposal data",5.5
"8428","NWT","sdl",2004-08-26,10,"NSF proposal data",1,"NSF proposal data",5.5
"8429","NWT","sdl",2004-08-27,3,"NSF proposal data",-3,"NSF proposal data",0
"8430","NWT","sdl",2004-08-28,7,"NSF proposal data",-4,"NSF proposal data",1.5
"8431","NWT","sdl",2004-08-29,12,"NSF proposal data",2,"NSF proposal data",7
"8432","NWT","sdl",2004-08-30,14,"NSF proposal data",2,"NSF proposal data",8
"8433","NWT","sdl",2004-08-31,12,"NSF proposal data",2,"NSF proposal data",7
"8434","NWT","sdl",2004-09-01,13,"NSF proposal data",1,"NSF proposal data",7
"8435","NWT","sdl",2004-09-02,13,"NSF proposal data",6,"NSF proposal data",9.5
"8436","NWT","sdl",2004-09-03,13,"NSF proposal data",4,"NSF proposal data",8.5
"8437","NWT","sdl",2004-09-04,7,"NSF proposal data",-2,"NSF proposal data",2.5
"8438","NWT","sdl",2004-09-05,-1,"NSF proposal data",-4,"NSF proposal data",-2.5
"8439","NWT","sdl",2004-09-06,8,"NSF proposal data",0,"NSF proposal data",4
"8440","NWT","sdl",2004-09-07,11,"NSF proposal data",1,"NSF proposal data",6
"8441","NWT","sdl",2004-09-08,12,"NSF proposal data",4,"NSF proposal data",8
"8442","NWT","sdl",2004-09-09,14,"NSF proposal data",4,"NSF proposal data",9
"8443","NWT","sdl",2004-09-10,8,"NSF proposal data",0,"NSF proposal data",4
"8444","NWT","sdl",2004-09-11,13,"NSF proposal data",4,"NSF proposal data",8.5
"8445","NWT","sdl",2004-09-12,13,"NSF proposal data",4,"NSF proposal data",8.5
"8446","NWT","sdl",2004-09-13,13,"NSF proposal data",6,"NSF proposal data",9.5
"8447","NWT","sdl",2004-09-14,10,"NSF proposal data",-5,"NSF proposal data",2.5
"8448","NWT","sdl",2004-09-15,7,"NSF proposal data",-6,"NSF proposal data",0.5
"8449","NWT","sdl",2004-09-16,11,"NSF proposal data",3,"NSF proposal data",7
"8450","NWT","sdl",2004-09-17,14,"NSF proposal data",4,"NSF proposal data",9
"8451","NWT","sdl",2004-09-18,15,"NSF proposal data",6,"NSF proposal data",10.5
"8452","NWT","sdl",2004-09-19,13,"NSF proposal data",3,"NSF proposal data",8
"8453","NWT","sdl",2004-09-20,13,"NSF proposal data",3,"NSF proposal data",8
"8454","NWT","sdl",2004-09-21,12,"NSF proposal data",-7,"NSF proposal data",2.5
"8455","NWT","sdl",2004-09-22,-4,"NSF proposal data",-8,"NSF proposal data",-6
"8456","NWT","sdl",2004-09-23,-2,"NSF proposal data",-8,"NSF proposal data",-5
"8457","NWT","sdl",2004-09-24,1,"NSF proposal data",-3,"NSF proposal data",-1
"8458","NWT","sdl",2004-09-25,4,"NSF proposal data",-4,"NSF proposal data",0
"8459","NWT","sdl",2004-09-26,8,"NSF proposal data",-1,"NSF proposal data",3.5
"8460","NWT","sdl",2004-09-27,4,"NSF proposal data",-2,"NSF proposal data",1
"8461","NWT","sdl",2004-09-28,7,"NSF proposal data",-2,"NSF proposal data",2.5
"8462","NWT","sdl",2004-09-29,6,"NSF proposal data",-1,"NSF proposal data",2.5
"8463","NWT","sdl",2004-09-30,-1,"NSF proposal data",-4,"NSF proposal data",-2.5
"8464","NWT","sdl",2004-10-01,-3,"NSF proposal data",-5,"NSF proposal data",-4
"8465","NWT","sdl",2004-10-02,2,"NSF proposal data",-3,"NSF proposal data",-0.5
"8466","NWT","sdl",2004-10-03,5,"NSF proposal data",-3,"NSF proposal data",1
"8467","NWT","sdl",2004-10-04,5,"NSF proposal data",-4,"NSF proposal data",0.5
"8468","NWT","sdl",2004-10-05,6,"NSF proposal data",-2,"NSF proposal data",2
"8469","NWT","sdl",2004-10-06,-1,"NSF proposal data",-2,"NSF proposal data",-1.5
"8470","NWT","sdl",2004-10-07,1,"NSF proposal data",-3,"NSF proposal data",-1
"8471","NWT","sdl",2004-10-08,4,"NSF proposal data",-2,"NSF proposal data",1
"8472","NWT","sdl",2004-10-09,7,"NSF proposal data",0,"NSF proposal data",3.5
"8473","NWT","sdl",2004-10-10,5,"NSF proposal data",-5,"NSF proposal data",0
"8474","NWT","sdl",2004-10-11,1,"NSF proposal data",-4,"NSF proposal data",-1.5
"8475","NWT","sdl",2004-10-12,4,"NSF proposal data",-4,"NSF proposal data",0
"8476","NWT","sdl",2004-10-13,-2,"NSF proposal data",-9,"NSF proposal data",-5.5
"8477","NWT","sdl",2004-10-14,-2,"NSF proposal data",-9,"NSF proposal data",-5.5
"8478","NWT","sdl",2004-10-15,0,"NSF proposal data",-4,"NSF proposal data",-2
"8479","NWT","sdl",2004-10-16,4,"NSF proposal data",-3,"NSF proposal data",0.5
"8480","NWT","sdl",2004-10-17,4,"NSF proposal data",-4,"NSF proposal data",0
"8481","NWT","sdl",2004-10-18,-2,"NSF proposal data",-4,"NSF proposal data",-3
"8482","NWT","sdl",2004-10-19,-1,"NSF proposal data",-4,"NSF proposal data",-2.5
"8483","NWT","sdl",2004-10-20,4,"NSF proposal data",-3,"NSF proposal data",0.5
"8484","NWT","sdl",2004-10-21,4,"NSF proposal data",-2,"NSF proposal data",1
"8485","NWT","sdl",2004-10-22,1,"NSF proposal data",-11,"NSF proposal data",-5
"8486","NWT","sdl",2004-10-23,-2,"NSF proposal data",-11,"NSF proposal data",-6.5
"8487","NWT","sdl",2004-10-24,-3,"NSF proposal data",-7,"NSF proposal data",-5
"8488","NWT","sdl",2004-10-25,1,"NSF proposal data",-5,"NSF proposal data",-2
"8489","NWT","sdl",2004-10-26,2,"NSF proposal data",-4,"NSF proposal data",-1
"8490","NWT","sdl",2004-10-27,5,"NSF proposal data",-2,"NSF proposal data",1.5
"8491","NWT","sdl",2004-10-28,5,"NSF proposal data",-8,"NSF proposal data",-1.5
"8492","NWT","sdl",2004-10-29,-8,"NSF proposal data",-13,"NSF proposal data",-10.5
"8493","NWT","sdl",2004-10-30,-8,"NSF proposal data",-11,"NSF proposal data",-9.5
"8494","NWT","sdl",2004-10-31,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"8495","NWT","sdl",2004-11-01,-10,"NSF proposal data",-16,"NSF proposal data",-13
"8496","NWT","sdl",2004-11-02,3,"NSF proposal data",-17,"NSF proposal data",-7
"8497","NWT","sdl",2004-11-03,-1,"NSF proposal data",-7,"NSF proposal data",-4
"8498","NWT","sdl",2004-11-04,-1,"NSF proposal data",-9,"NSF proposal data",-5
"8499","NWT","sdl",2004-11-05,0,"NSF proposal data",-4,"NSF proposal data",-2
"8500","NWT","sdl",2004-11-06,1,"NSF proposal data",-3,"NSF proposal data",-1
"8501","NWT","sdl",2004-11-07,5,"NSF proposal data",-1,"NSF proposal data",2
"8502","NWT","sdl",2004-11-08,7,"NSF proposal data",-2,"NSF proposal data",2.5
"8503","NWT","sdl",2004-11-09,3,"NSF proposal data",-6,"NSF proposal data",-1.5
"8504","NWT","sdl",2004-11-10,-5,"NSF proposal data",-11,"NSF proposal data",-8
"8505","NWT","sdl",2004-11-11,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"8506","NWT","sdl",2004-11-12,-5,"NSF proposal data",-8,"NSF proposal data",-6.5
"8507","NWT","sdl",2004-11-13,-2,"NSF proposal data",-11,"NSF proposal data",-6.5
"8508","NWT","sdl",2004-11-14,-3,"NSF proposal data",-11,"NSF proposal data",-7
"8509","NWT","sdl",2004-11-15,1,"NSF proposal data",-8,"NSF proposal data",-3.5
"8510","NWT","sdl",2004-11-16,6,"NSF proposal data",-3,"NSF proposal data",1.5
"8511","NWT","sdl",2004-11-17,3,"NSF proposal data",-6,"NSF proposal data",-1.5
"8512","NWT","sdl",2004-11-18,1,"NSF proposal data",-7,"NSF proposal data",-3
"8513","NWT","sdl",2004-11-19,-4,"NSF proposal data",-10,"NSF proposal data",-7
"8514","NWT","sdl",2004-11-20,-10,"NSF proposal data",-14,"NSF proposal data",-12
"8515","NWT","sdl",2004-11-21,-2,"NSF proposal data",-14,"NSF proposal data",-8
"8516","NWT","sdl",2004-11-22,-6,"NSF proposal data",-9,"NSF proposal data",-7.5
"8517","NWT","sdl",2004-11-23,-7,"NSF proposal data",-13,"NSF proposal data",-10
"8518","NWT","sdl",2004-11-24,-10,"NSF proposal data",-14,"NSF proposal data",-12
"8519","NWT","sdl",2004-11-25,-6,"NSF proposal data",-10,"NSF proposal data",-8
"8520","NWT","sdl",2004-11-26,-7,"NSF proposal data",-14,"NSF proposal data",-10.5
"8521","NWT","sdl",2004-11-27,-11,"NSF proposal data",-15,"NSF proposal data",-13
"8522","NWT","sdl",2004-11-28,-10,"NSF proposal data",-20,"NSF proposal data",-15
"8523","NWT","sdl",2004-11-29,-11,"NSF proposal data",-23,"NSF proposal data",-17
"8524","NWT","sdl",2004-11-30,-11,"NSF proposal data",-17,"NSF proposal data",-14
"8525","NWT","sdl",2004-12-01,-14,"NSF proposal data",-18,"NSF proposal data",-16
"8526","NWT","sdl",2004-12-02,-14,"NSF proposal data",-19,"NSF proposal data",-16.5
"8527","NWT","sdl",2004-12-03,-8,"NSF proposal data",-16,"NSF proposal data",-12
"8528","NWT","sdl",2004-12-04,-2,"NSF proposal data",-9,"NSF proposal data",-5.5
"8529","NWT","sdl",2004-12-05,-7,"NSF proposal data",-13,"NSF proposal data",-10
"8530","NWT","sdl",2004-12-06,-12,"NSF proposal data",-14,"NSF proposal data",-13
"8531","NWT","sdl",2004-12-07,-8,"NSF proposal data",-14,"NSF proposal data",-11
"8532","NWT","sdl",2004-12-08,-10,"NSF proposal data",-13,"NSF proposal data",-11.5
"8533","NWT","sdl",2004-12-09,-9,"NSF proposal data",-10,"NSF proposal data",-9.5
"8534","NWT","sdl",2004-12-10,-6,"NSF proposal data",-10,"NSF proposal data",-8
"8535","NWT","sdl",2004-12-11,-2,"NSF proposal data",-6,"NSF proposal data",-4
"8536","NWT","sdl",2004-12-12,-3,"NSF proposal data",-5,"NSF proposal data",-4
"8537","NWT","sdl",2004-12-13,-2,"NSF proposal data",-8,"NSF proposal data",-5
"8538","NWT","sdl",2004-12-14,-4,"NSF proposal data",-10,"NSF proposal data",-7
"8539","NWT","sdl",2004-12-15,-9,"NSF proposal data",-12,"NSF proposal data",-10.5
"8540","NWT","sdl",2004-12-16,-7,"NSF proposal data",-15,"NSF proposal data",-11
"8541","NWT","sdl",2004-12-17,-5,"NSF proposal data",-9,"NSF proposal data",-7
"8542","NWT","sdl",2004-12-18,-8,"NSF proposal data",-11,"NSF proposal data",-9.5
"8543","NWT","sdl",2004-12-19,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"8544","NWT","sdl",2004-12-20,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8545","NWT","sdl",2004-12-21,-12,"NSF proposal data",-22,"NSF proposal data",-17
"8546","NWT","sdl",2004-12-22,-19,"NSF proposal data",-24,"NSF proposal data",-21.5
"8547","NWT","sdl",2004-12-23,-22,"NSF proposal data",-28,"NSF proposal data",-25
"8548","NWT","sdl",2004-12-24,-9,"NSF proposal data",-22,"NSF proposal data",-15.5
"8549","NWT","sdl",2004-12-25,-7,"NSF proposal data",-13,"NSF proposal data",-10
"8550","NWT","sdl",2004-12-26,-3,"NSF proposal data",-7,"NSF proposal data",-5
"8551","NWT","sdl",2004-12-27,0,"NSF proposal data",-5,"NSF proposal data",-2.5
"8552","NWT","sdl",2004-12-28,-4,"NSF proposal data",-7,"NSF proposal data",-5.5
"8553","NWT","sdl",2004-12-29,0,"NSF proposal data",-7,"NSF proposal data",-3.5
"8554","NWT","sdl",2004-12-30,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8555","NWT","sdl",2004-12-31,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"8556","NWT","sdl",2005-01-01,-5,"NSF proposal data",-11,"NSF proposal data",-8
"8557","NWT","sdl",2005-01-02,-5,"NSF proposal data",-11,"NSF proposal data",-8
"8558","NWT","sdl",2005-01-03,-4,"NSF proposal data",-10,"NSF proposal data",-7
"8559","NWT","sdl",2005-01-04,-4,"NSF proposal data",-12,"NSF proposal data",-8
"8560","NWT","sdl",2005-01-05,-10,"NSF proposal data",-15,"NSF proposal data",-12.5
"8561","NWT","sdl",2005-01-06,-15,"NSF proposal data",-17,"NSF proposal data",-16
"8562","NWT","sdl",2005-01-07,-8,"NSF proposal data",-18,"NSF proposal data",-13
"8563","NWT","sdl",2005-01-08,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8564","NWT","sdl",2005-01-09,-5,"NSF proposal data",-8,"NSF proposal data",-6.5
"8565","NWT","sdl",2005-01-10,-3,"NSF proposal data",-6,"NSF proposal data",-4.5
"8566","NWT","sdl",2005-01-11,-4,"NSF proposal data",-8,"NSF proposal data",-6
"8567","NWT","sdl",2005-01-12,-9,"NSF proposal data",-17,"NSF proposal data",-13
"8568","NWT","sdl",2005-01-13,-15,"NSF proposal data",-17,"NSF proposal data",-16
"8569","NWT","sdl",2005-01-14,-12,"NSF proposal data",-16,"NSF proposal data",-14
"8570","NWT","sdl",2005-01-15,-12,"NSF proposal data",-15,"NSF proposal data",-13.5
"8571","NWT","sdl",2005-01-16,-6,"NSF proposal data",-8,"NSF proposal data",-7
"8572","NWT","sdl",2005-01-17,-8,"NSF proposal data",-9,"NSF proposal data",-8.5
"8573","NWT","sdl",2005-01-18,-2,"NSF proposal data",-10,"NSF proposal data",-6
"8574","NWT","sdl",2005-01-19,0,"NSF proposal data",-6,"NSF proposal data",-3
"8575","NWT","sdl",2005-01-20,4,"NSF proposal data",-3,"NSF proposal data",0.5
"8576","NWT","sdl",2005-01-21,1,"NSF proposal data",-8,"NSF proposal data",-3.5
"8577","NWT","sdl",2005-01-22,0,"NSF proposal data",-6,"NSF proposal data",-3
"8578","NWT","sdl",2005-01-23,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"8579","NWT","sdl",2005-01-24,4,"NSF proposal data",-6,"NSF proposal data",-1
"8580","NWT","sdl",2005-01-25,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
"8581","NWT","sdl",2005-01-26,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"8582","NWT","sdl",2005-01-27,-4,"NSF proposal data",-8,"NSF proposal data",-6
"8583","NWT","sdl",2005-01-28,-6,"NSF proposal data",-10,"NSF proposal data",-8
"8584","NWT","sdl",2005-01-29,-8,"NSF proposal data",-12,"NSF proposal data",-10
"8585","NWT","sdl",2005-01-30,-6,"NSF proposal data",-11,"NSF proposal data",-8.5
"8586","NWT","sdl",2005-01-31,-7,"NSF proposal data",-17,"NSF proposal data",-12
"8587","NWT","sdl",2005-02-01,-6,"NSF proposal data",-19,"NSF proposal data",-12.5
"8588","NWT","sdl",2005-02-02,-6,"NSF proposal data",-19,"NSF proposal data",-12.5
"8589","NWT","sdl",2005-02-03,2,"NSF proposal data",-11,"NSF proposal data",-4.5
"8590","NWT","sdl",2005-02-04,0,"NSF proposal data",-10,"NSF proposal data",-5
"8591","NWT","sdl",2005-02-05,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"8592","NWT","sdl",2005-02-06,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8593","NWT","sdl",2005-02-07,-6,"NSF proposal data",-11,"NSF proposal data",-8.5
"8594","NWT","sdl",2005-02-08,-11,"NSF proposal data",-17,"NSF proposal data",-14
"8595","NWT","sdl",2005-02-09,-11,"NSF proposal data",-18,"NSF proposal data",-14.5
"8596","NWT","sdl",2005-02-10,-6,"NSF proposal data",-12,"NSF proposal data",-9
"8597","NWT","sdl",2005-02-11,3,"NSF proposal data",-8,"NSF proposal data",-2.5
"8598","NWT","sdl",2005-02-12,-3,"NSF proposal data",-7,"NSF proposal data",-5
"8599","NWT","sdl",2005-02-13,-7,"NSF proposal data",-9,"NSF proposal data",-8
"8600","NWT","sdl",2005-02-14,-6,"NSF proposal data",-8,"NSF proposal data",-7
"8601","NWT","sdl",2005-02-15,-6,"NSF proposal data",-14,"NSF proposal data",-10
"8602","NWT","sdl",2005-02-16,-11,"NSF proposal data",-17,"NSF proposal data",-14
"8603","NWT","sdl",2005-02-17,-9,"NSF proposal data",-15,"NSF proposal data",-12
"8604","NWT","sdl",2005-02-18,-2,"NSF proposal data",-8,"NSF proposal data",-5
"8605","NWT","sdl",2005-02-19,-6,"NSF proposal data",-9,"NSF proposal data",-7.5
"8606","NWT","sdl",2005-02-20,-7,"NSF proposal data",-10,"NSF proposal data",-8.5
"8607","NWT","sdl",2005-02-21,-9,"NSF proposal data",-10,"NSF proposal data",-9.5
"8608","NWT","sdl",2005-02-22,-3,"NSF proposal data",-9,"NSF proposal data",-6
"8609","NWT","sdl",2005-02-23,-4,"NSF proposal data",-14,"NSF proposal data",-9
"8610","NWT","sdl",2005-02-24,-2,"NSF proposal data",-15,"NSF proposal data",-8.5
"8611","NWT","sdl",2005-02-25,-4,"NSF proposal data",-16,"NSF proposal data",-10
"8612","NWT","sdl",2005-02-26,-8,"NSF proposal data",-12,"NSF proposal data",-10
"8613","NWT","sdl",2005-02-27,-6,"NSF proposal data",-15,"NSF proposal data",-10.5
"8614","NWT","sdl",2005-02-28,-8,"NSF proposal data",-13,"NSF proposal data",-10.5
"8615","NWT","sdl",2005-03-01,-7,"NSF proposal data",-13,"NSF proposal data",-10
"8616","NWT","sdl",2005-03-02,-9,"NSF proposal data",-13,"NSF proposal data",-11
"8617","NWT","sdl",2005-03-03,-3,"NSF proposal data",-11,"NSF proposal data",-7
"8618","NWT","sdl",2005-03-04,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"8619","NWT","sdl",2005-03-05,-2,"NSF proposal data",-10,"NSF proposal data",-6
"8620","NWT","sdl",2005-03-06,-5,"NSF proposal data",-9,"NSF proposal data",-7
"8621","NWT","sdl",2005-03-07,-7,"NSF proposal data",-11,"NSF proposal data",-9
"8622","NWT","sdl",2005-03-08,-7,"NSF proposal data",-9,"NSF proposal data",-8
"8623","NWT","sdl",2005-03-09,-5,"NSF proposal data",-9,"NSF proposal data",-7
"8624","NWT","sdl",2005-03-10,-7,"NSF proposal data",-10,"NSF proposal data",-8.5
"8625","NWT","sdl",2005-03-11,-4,"NSF proposal data",-10,"NSF proposal data",-7
"8626","NWT","sdl",2005-03-12,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"8627","NWT","sdl",2005-03-13,-8,"NSF proposal data",-21,"NSF proposal data",-14.5
"8628","NWT","sdl",2005-03-14,-13,"NSF proposal data",-22,"NSF proposal data",-17.5
"8629","NWT","sdl",2005-03-15,-9,"NSF proposal data",-21,"NSF proposal data",-15
"8630","NWT","sdl",2005-03-16,-12,"NSF proposal data",-15,"NSF proposal data",-13.5
"8631","NWT","sdl",2005-03-17,-10,"NSF proposal data",-14,"NSF proposal data",-12
"8632","NWT","sdl",2005-03-18,-13,"NSF proposal data",-15,"NSF proposal data",-14
"8633","NWT","sdl",2005-03-19,-6,"NSF proposal data",-12,"NSF proposal data",-9
"8634","NWT","sdl",2005-03-20,-3,"NSF proposal data",-9,"NSF proposal data",-6
"8635","NWT","sdl",2005-03-21,-9,"NSF proposal data",-11,"NSF proposal data",-10
"8636","NWT","sdl",2005-03-22,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"8637","NWT","sdl",2005-03-23,-3,"NSF proposal data",-11,"NSF proposal data",-7
"8638","NWT","sdl",2005-03-24,-6,"NSF proposal data",-15,"NSF proposal data",-10.5
"8639","NWT","sdl",2005-03-25,-7,"NSF proposal data",-16,"NSF proposal data",-11.5
"8640","NWT","sdl",2005-03-26,-4,"NSF proposal data",-16,"NSF proposal data",-10
"8641","NWT","sdl",2005-03-27,-4,"NSF proposal data",-13,"NSF proposal data",-8.5
"8642","NWT","sdl",2005-03-28,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"8643","NWT","sdl",2005-03-29,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"8644","NWT","sdl",2005-03-30,-9,"NSF proposal data",-14,"NSF proposal data",-11.5
"8645","NWT","sdl",2005-03-31,-8,"NSF proposal data",-15,"NSF proposal data",-11.5
"8646","NWT","sdl",2005-04-01,-6,"NSF proposal data",-14,"NSF proposal data",-10
"8647","NWT","sdl",2005-04-02,-1,"NSF proposal data",-8,"NSF proposal data",-4.5
"8648","NWT","sdl",2005-04-03,2,"NSF proposal data",-3,"NSF proposal data",-0.5
"8649","NWT","sdl",2005-04-04,1,"NSF proposal data",-6,"NSF proposal data",-2.5
"8650","NWT","sdl",2005-04-05,-6,"NSF proposal data",-9,"NSF proposal data",-7.5
"8651","NWT","sdl",2005-04-06,2,"NSF proposal data",-10,"NSF proposal data",-4
"8652","NWT","sdl",2005-04-07,7,"NSF proposal data",-3,"NSF proposal data",2
"8653","NWT","sdl",2005-04-08,3,"NSF proposal data",-8,"NSF proposal data",-2.5
"8654","NWT","sdl",2005-04-09,-2,"NSF proposal data",-9,"NSF proposal data",-5.5
"8655","NWT","sdl",2005-04-10,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8656","NWT","sdl",2005-04-11,-9,"NSF proposal data",-13,"NSF proposal data",-11
"8657","NWT","sdl",2005-04-12,-1,"NSF proposal data",-9,"NSF proposal data",-5
"8658","NWT","sdl",2005-04-13,3,"NSF proposal data",-4,"NSF proposal data",-0.5
"8659","NWT","sdl",2005-04-14,5,"NSF proposal data",-3,"NSF proposal data",1
"8660","NWT","sdl",2005-04-15,1,"NSF proposal data",-6,"NSF proposal data",-2.5
"8661","NWT","sdl",2005-04-16,5,"NSF proposal data",-5,"NSF proposal data",0
"8662","NWT","sdl",2005-04-17,5,"NSF proposal data",-1,"NSF proposal data",2
"8663","NWT","sdl",2005-04-18,7,"NSF proposal data",0,"NSF proposal data",3.5
"8664","NWT","sdl",2005-04-19,6,"NSF proposal data",-3,"NSF proposal data",1.5
"8665","NWT","sdl",2005-04-20,0,"NSF proposal data",-9,"NSF proposal data",-4.5
"8666","NWT","sdl",2005-04-21,-6,"NSF proposal data",-9,"NSF proposal data",-7.5
"8667","NWT","sdl",2005-04-22,-1,"NSF proposal data",-8,"NSF proposal data",-4.5
"8668","NWT","sdl",2005-04-23,5,"NSF proposal data",-5,"NSF proposal data",0
"8669","NWT","sdl",2005-04-24,0,"NSF proposal data",-2,"NSF proposal data",-1
"8670","NWT","sdl",2005-04-25,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
"8671","NWT","sdl",2005-04-26,-4,"NSF proposal data",-8,"NSF proposal data",-6
"8672","NWT","sdl",2005-04-27,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"8673","NWT","sdl",2005-04-28,-5,"NSF proposal data",-6,"NSF proposal data",-5.5
"8674","NWT","sdl",2005-04-29,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"8675","NWT","sdl",2005-04-30,-7,"NSF proposal data",-11,"NSF proposal data",-9
"8676","NWT","sdl",2005-05-01,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"8677","NWT","sdl",2005-05-02,-2,"NSF proposal data",-10,"NSF proposal data",-6
"8678","NWT","sdl",2005-05-03,1,"NSF proposal data",-8,"NSF proposal data",-3.5
"8679","NWT","sdl",2005-05-04,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
